url,label,first_seen,registrable_domain,suffix,source
https://infomailsmms.mypixieset.com/,1,2026-09-03 12:27:55+00:00,mypixieset.com,com,phishtank
http://allegrolokalnie.oferta-lokalana694502304235.lol/,1,2026-08-25 01:53:27+00:00,oferta-lokalana694502304235.lol,lol,phishtank
https://greececommerce.com/wp-acess/login.php,1,2026-08-23 11:42:03+00:00,greececommerce.com,com,phishtank
https://eltoa8.info/7oBbyg,1,2026-09-08 19:00:33+00:00,eltoa8.info,info,phishtank
https://allegrolokalnie.9618269.mom/oferta/xiaomi-17t-pro-512gb/94713,1,2026-09-04 07:18:07+00:00,9618269.mom,mom,phishtank
https://fiche-655231.com/,1,2026-09-08 18:02:37+00:00,fiche-655231.com,com,phishtank
https://www.docker.com/,0,2026-09-12 19:47:20+00:00,docker.com,com,tranco:VALIDATION-POOL
https://techcrunch.com/category/security/,0,2026-09-12 20:03:41+00:00,techcrunch.com,com,tranco:top-1m-20260913
https://xhaccess.com/videos/sex-with-indian-step-sister-in-my-hotel-room-hindi-audio-xhhZ0LR,0,2026-09-12 20:09:16+00:00,xhaccess.com,com,tranco:top-1m-20260913
https://pimpbunny.com/upload-video/,0,2026-09-12 20:09:16+00:00,pimpbunny.com,com,tranco:top-1m-20260913
https://ne12atualizaempresas.com/fileira,1,2026-08-26 00:27:10+00:00,ne12atualizaempresas.com,com,phishtank
https://discord.com/company,0,2026-09-12 20:03:41+00:00,discord.com,com,tranco:top-1m-20260913
http://allegrolokalnie.oferta-id3829691052.shop/,1,2026-08-25 08:18:06+00:00,oferta-id3829691052.shop,shop,phishtank
http://allegrolokalnie.7234672.lol/,1,2026-08-28 10:08:49+00:00,7234672.lol,lol,phishtank
http://allegro.pl-oferta9012.sbs/,1,2026-08-25 12:23:33+00:00,pl-oferta9012.sbs,sbs,phishtank
http://allegro.lokalna-ofera894032475.lol/,1,2026-09-09 14:54:24+00:00,lokalna-ofera894032475.lol,lol,phishtank
http://allegrolokalnie.lokalna-ofera894032475.lol/,1,2026-09-09 14:54:31+00:00,lokalna-ofera894032475.lol,lol,phishtank
https://info-ntflix.com/,1,2026-08-28 07:42:43+00:00,info-ntflix.com,com,phishtank
http://allegrolokalnie.pl02.cam/,1,2026-08-24 09:52:45+00:00,pl02.cam,cam,phishtank
https://one.one.one.one/de-DE/dns/,0,2026-09-12 19:57:18+00:00,one.one,one,tranco:top-1m-20260913
https://allegrolokalnie.rezerwacja7489.lol/logowanie?referrer=http://allegrolokalnie.rezerwacja7489.lol/nowe-oryginalnie-zaplombowane-/35969/wiadomosci/,1,2026-08-29 18:20:15+00:00,rezerwacja7489.lol,lol,phishtank
https://wiadomosci.wp.pl/tragedia-w-wielkiej-brytanii-52-letnia-polka-zamordowana-w-swoim-domu-7328636969334880a,0,2026-09-12 20:03:41+00:00,wp.pl,pl,tranco:top-1m-20260913
https://allegro.pl-ogloszenie-prywatne763637483.click/oferta/apple-ipad-11-a16-128gb-wi-fi-apple-pencil-100-bateria-gwarancja-473jm,1,2026-09-07 21:19:01+00:00,pl-ogloszenie-prywatne763637483.click,click,phishtank
https://www.cnet.com/,0,2026-09-12 20:03:41+00:00,cnet.com,com,tranco:top-1m-20260913
https://ui.com/us/en/whats-new?s=us&l=en,0,2026-09-12 20:09:16+00:00,ui.com,com,tranco:top-1m-20260913
https://www.optimizely.com/company/life-at-optimizely,0,2026-09-12 20:03:41+00:00,optimizely.com,com,tranco:top-1m-20260913
https://windpowerchina.com/uid_8577381964?ticket=a7edr6COTF,1,2026-08-29 14:05:59+00:00,windpowerchina.com,com,phishtank
https://www.agora.io/en/products/voice-call/,0,2026-09-12 20:09:16+00:00,agora.io,io,tranco:top-1m-20260913
https://turystyka.wp.pl/w-podrozy,0,2026-09-12 20:03:41+00:00,wp.pl,pl,tranco:top-1m-20260913
https://xmksjxsb.com/content/rpsfhubkea,1,2026-09-05 05:48:48+00:00,xmksjxsb.com,com,phishtank
https://gitlab.com/users/sign_in/,0,2026-09-12 19:47:20+00:00,gitlab.com,com,tranco:VALIDATION-POOL
https://j4x59.info/7oBbyg,1,2026-09-08 20:17:38+00:00,j4x59.info,info,phishtank
http://allegrolokalnie.lokalna-ofeta287689147.sbs/,1,2026-09-01 03:26:25+00:00,lokalna-ofeta287689147.sbs,sbs,phishtank
https://allegrolokalnie.pl-65445.lol/playstation-5-1t-digital/64954,1,2026-08-29 16:01:50+00:00,pl-65445.lol,lol,phishtank
https://trevlin.cfd/dsfd,1,2026-09-05 05:35:36+00:00,trevlin.cfd,cfd,phishtank
http://allegro.lokalna-029481.sbs/,1,2026-08-26 08:54:41+00:00,lokalna-029481.sbs,sbs,phishtank
https://7kpz6k.info/7oBbyg,1,2026-09-08 19:16:02+00:00,7kpz6k.info,info,phishtank
https://www.asus.com/content/sustainability-environment/,0,2026-09-12 20:03:41+00:00,asus.com,com,tranco:top-1m-20260913
http://allegro.pl-ogloszenie6753998232.lol/,1,2026-08-28 04:52:56+00:00,pl-ogloszenie6753998232.lol,lol,phishtank
https://nowe-29-08-26.click/o/2kja6/7315885054394624,1,2026-08-31 09:55:47+00:00,nowe-29-08-26.click,click,phishtank
https://ikatched.com/,1,2026-09-07 19:57:26+00:00,ikatched.com,com,phishtank
https://www.youronlinechoices.com/sk/,0,2026-09-12 20:09:16+00:00,youronlinechoices.com,com,tranco:top-1m-20260913
https://discord.com/safety-library,0,2026-09-12 20:03:41+00:00,discord.com,com,tranco:top-1m-20260913
