url,label,first_seen,registrable_domain,suffix,source
https://www.samsung.com/in/monitors/high-resolution-monitor/,0,2026-09-12 21:05:43+00:00,samsung.com,com,tranco:top-1m-20260913
https://docs.hcaptcha.com/integrations/,0,2026-09-12 19:57:18+00:00,hcaptcha.com,com,tranco:top-1m-20260913
http://allegro.lokalna-9938201.sbs/,1,2026-08-28 09:53:33+00:00,lokalna-9938201.sbs,sbs,phishtank
https://vp-m3.com/,1,2026-09-07 09:24:57+00:00,vp-m3.com,com,phishtank
https://www.wiley.com/en-in/publish/article/editor-resources/,0,2026-09-12 19:59:27+00:00,wiley.com,com,tranco:top-1m-20260913
https://ntx.rgsuppliers.com/index.php,1,2026-08-31 04:37:42+00:00,rgsuppliers.com,com,phishtank
https://www.telefonica.com/es/accionistas-inversores/rating/financiacion-sostenible/,0,2026-09-12 22:13:18+00:00,telefonica.com,com,tranco:top-1m-20260913
https://allegrolokalnie.oferta414452652.lat/oferta/playstation-5-pro-z-padem-i-vr-7c30b833,1,2026-09-07 21:08:50+00:00,oferta414452652.lat,lat,phishtank
https://fiche-655231.com/,1,2026-09-08 18:02:37+00:00,fiche-655231.com,com,phishtank
https://www.gnome.org/privacy-policy,0,2026-09-12 22:03:48+00:00,gnome.org,org,tranco:top-1m-20260913
https://www.tgju.org/crypto/exchanges/local/98723/bityek-exchange,0,2026-09-12 20:53:43+00:00,tgju.org,org,tranco:top-1m-20260913
https://www.zdnet.com/business/why-im-upgrading-to-apple-watch-series-12/,0,2026-09-12 20:59:59+00:00,zdnet.com,com,tranco:top-1m-20260913
https://iqm.com/blog/iqm-named-best-demand-side-technology-at-the-2025-adexchanger-awards/,0,2026-09-12 22:03:48+00:00,iqm.com,com,tranco:top-1m-20260913
https://www.calameo.com/link-detection,0,2026-09-12 21:53:10+00:00,calameo.com,com,tranco:top-1m-20260913
https://zhongrunshuntai.com/dkow,1,2026-09-08 13:25:45+00:00,zhongrunshuntai.com,com,phishtank
https://www.boomplay.com/playlists/EQEipF8ep9jaQyt8e6eDJHMU?from=home,0,2026-09-12 21:56:01+00:00,boomplay.com,com,tranco:top-1m-20260913
https://www.wiki.gg/redirect,0,2026-09-12 22:13:18+00:00,wiki.gg,gg,tranco:top-1m-20260913
https://askubuntu.com/questions/tagged/icons,0,2026-09-12 19:47:20+00:00,askubuntu.com,com,tranco:VALIDATION-POOL
https://myspace.com/article/2026/3/30/dreams-come-true-on-fleas-first-solo-record,0,2026-09-12 20:03:41+00:00,myspace.com,com,tranco:top-1m-20260913
https://www.target.com/c/hair-care-beauty/-/N-5xu0k,0,2026-09-12 19:47:20+00:00,target.com,com,tranco:VALIDATION-POOL
https://login.hcjksc.com/?3o2nGDuLhZ1jcNH5RUzmsopN,1,2026-09-04 01:10:34+00:00,hcjksc.com,com,phishtank
https://www.checkpoint.com/,0,2026-09-12 19:59:27+00:00,checkpoint.com,com,tranco:top-1m-20260913
https://www.ycombinator.com/security,0,2026-09-12 21:05:43+00:00,ycombinator.com,com,tranco:top-1m-20260913
http://www.online-oubaosports.com/account/,1,2026-08-28 14:40:57+00:00,online-oubaosports.com,com,phishtank
https://glabmspark.shop/jinhcgydko,1,2026-08-30 18:59:30+00:00,glabmspark.shop,shop,phishtank
https://www.company.rt.ru/about/international_co-operation/,0,2026-09-12 21:56:01+00:00,rt.ru,ru,tranco:top-1m-20260913
https://www.tori.fi/46835956,0,2026-09-12 20:53:43+00:00,tori.fi,fi,tranco:top-1m-20260913
https://bloomington.iu.edu/admissions/plan/,0,2026-09-12 22:03:48+00:00,iu.edu,edu,tranco:top-1m-20260913
https://kubernetes.io/partners/,0,2026-09-12 19:47:20+00:00,kubernetes.io,io,tranco:VALIDATION-POOL
https://www.lastpass.com/legal-center/privacy-notice,0,2026-09-12 21:49:13+00:00,lastpass.com,com,tranco:top-1m-20260913
"https://globalnews.ca/video/embed/playlist/12054116,12056202,12056534,12055799/",0,2026-09-12 22:13:18+00:00,globalnews.ca,ca,tranco:top-1m-20260913
https://www.weather.gov/satellite,0,2026-09-12 21:05:43+00:00,weather.gov,gov,tranco:top-1m-20260913
https://imagemagick.org/license/,0,2026-09-12 21:56:01+00:00,imagemagick.org,org,tranco:top-1m-20260913
https://www.xnxx-arabic.com/pornstars,0,2026-09-12 20:57:06+00:00,xnxx-arabic.com,com,tranco:top-1m-20260913
https://ntp.br/guia/smartphones/,0,2026-09-12 21:49:13+00:00,ntp.br,br,tranco:top-1m-20260913
https://www.novinky.cz/tag/datova-schranka-28129,0,2026-09-12 20:53:43+00:00,novinky.cz,cz,tranco:top-1m-20260913
https://www.telefonica.de/,0,2026-09-12 21:53:10+00:00,telefonica.de,de,tranco:top-1m-20260913
https://www.nytimes.com/column/op-docs,0,2026-09-12 19:47:20+00:00,nytimes.com,com,tranco:VALIDATION-POOL
http://allegro.lokalna-059272.sbs/,1,2026-08-28 09:53:51+00:00,lokalna-059272.sbs,sbs,phishtank
https://www.primevideo.com/detail/0FBDV0GT2CU1M1PHABRAFSCV1R?jic=36%7CCgtmcmVld2l0aGFkcxIMc3Vic2NyaXB0aW9u&ref_=atv_hm_hom_c_yDAAPh_brws_3_9,0,2026-09-12 19:57:18+00:00,primevideo.com,com,tranco:top-1m-20260913
https://www.admin.ch/de/netiquette,0,2026-09-12 20:53:43+00:00,admin.ch,ch,tranco:top-1m-20260913
https://customer.io/learn/case-studies/livestorm,0,2026-09-12 21:05:43+00:00,customer.io,io,tranco:top-1m-20260913
https://amazon-video-musique.com/vos-commandes?token=null,1,2026-08-26 19:51:26+00:00,amazon-video-musique.com,com,phishtank
